STATUS,cEXT,cAGR,cNEU,cCON,cOPN
what  happened  to  the  good  ol  days  when  we  could  fly  and  and  get  inebriated  by  just  thinkin  about  it   ,y,y,n,y,y
2026  nice ,y,y,n,y,y
to  those  with  interest  in  international  politics  and  policy  i  recommend    the  postamerican  world  by  propname  384 ,y,y,n,y,y
our  personalities  reflect  the  the  environments  we  have  lived  in  the  past  which  would  also  largely  determine  the  ones  we  might  live  in ,y,y,n,y,y
anyone  looking  for  google  wave  invits    lemme  know ,y,y,n,y,y
live  from  my  new  kick  ass  64bit  pc ,y,y,n,y,y
its  considerably  colder  here  at  pullman    wa  than  east  lansing ,y,y,n,y,y
watched  avatar  and  it  was    1  a  sort  antipollution  green  peace  statement  2  a  light  heart  warming  love  story  3  and  what  not  to  do  do  when  we  actual  invade  other  planets  d ,y,y,n,y,y
an  existence  of  polemic  bad  ideas  can  cause  considerable  damage  to  society ,y,y,n,y,y
finally  found    propname  and  his  flying  robot      anybody  remembers  this  series ,y,y,n,y,y
watched  9  and  it  was  fantastic ,y,y,n,y,y
merry  christmas  to  you  all ,y,y,n,y,y
east  lansing    21  c  feels  like  pullman    14  c  feels  like  damn  you  east  lansing  i  shall  have  my  revenge ,y,y,n,y,y
finally  got  my  paper  degree    officially    i  have  graduated ,y,y,n,y,y
saw  3  idiots  it  was  refreshing  even  though  it  appered  to  me  as  more  of  a  commentary  on  our  education  system  however  it  painted  a  fairly  blackn  white  picture  but  then    its  just  entertainment   ,y,y,n,y,y
east  lansing    16  c  feels  like  pullman    10  c  feels  like ,y,y,n,y,y
my  god  its  full  of  starsanyone ,y,y,n,y,y
watching  a  godzilla  movie  i  almost  forgot  how  much  i  missed  them ,y,y,n,y,y
heard  propname  after  a  long  time  took  me  back  to  my  ol  school  and  undergrad  days ,y,y,n,y,y
watching  kpax  and  njoying  every  momemnt  of  it ,y,y,n,y,y
about  to  brew  my  first  gallon  of  beer ,y,y,n,y,y
purposefully  contradicting  propname  aghh  the  heat  opens  arms  in  welcoming  fashion  i  mean  you  all  complain  when  its  cold  and  rainy  as  per  usual  and  you  complain  when  its  warm  consistency  people ,n,y,n,y,y
it’s  true  what  they  say  ignorance  is  bliss  i  envy  kids  that  way  for  not  having  the  mental  maturity  to  understand  all  the  problems  surrounding  them  it’s  nice  to  see  that  happiness  and  naivety  every  once  in  a  while ,n,y,n,y,y
is  introspective ,n,y,n,y,y
crisis  next  weekend  my  brother  is  having  a  ‘giant’  sleepover  with  four  of  his  devil  spawn  minions  1  isn’t  he  a  little  old  for  that  kinda  thing  2  last  time  one  of  them  came  over  i  had  to  listen  to  three  days  grace  on  full  blast  on  my  ipod  so  i  could  concentrate  enough  to  read  yes  you  heard  me  if  anybody  who  a  isn’t  a  pervert  and  b  doesn’t  hate  me  could  offer  a  place  to  stay  i  would  be  grateful ,n,y,n,y,y
is  craving  a  vanilla  latte  and  some  new  good  music  cause  shes  bored  of  just  going  through  her  shuffle  something  decemberistesque  ha  thats  a  mouthful ,n,y,n,y,y
has  anyone  seen  our  homework  timetables  fucking  a ,n,y,n,y,y
i  had  pancakes  for  lunch  im  gonna  die  young  and  fat   ,n,y,n,y,y
fucking  hell  the  thunder  is  right  above  the  house ,n,y,n,y,y
ooooooh  i  think  i  smell  a  rattttt ,n,y,n,y,y
the  lightings  really  weird  out  the  sky  is  dark  but  everything  else  is  almost  luminescent ,n,y,n,y,y
made  lemon  cupcakes  with  pink  icing  ahhh  e  numbers ,n,y,n,y,y
halfway  around  the  world  lies  the  one  thing  that  you  want  buried  in  the  ground  hundreds  of  miles  down  first  thing  that  arises  in  your  mind  while  you  awake  bending  you  til  you  break ,n,y,n,y,y
im  a  road  runner  honey  and  you  cant  keep  up  with  me  aerosmith   ,n,y,n,y,y
got  a  brilliant  new  playlist  d  i  heart  it ,n,y,n,y,y
redrum ,n,y,n,y,y
wants  to  bury  her  head  in  a  hole ,n,y,n,y,y
and  its  an  allnighter ,n,y,n,y,y
omg  brokeback  mountain  squee ,n,y,n,y,y
burnt  finger  again ,n,y,n,y,y
how  do  you  find  out  your  fucking  color  group ,n,y,n,y,y
has  burnt  her  finger  it  really  hurts  as  well ,n,y,n,y,y
i  must  be  pregnant  or  something  its  not  natural  to  have  hummus  cravings ,n,y,n,y,y
downloading  a  new  playlist  1  hour  40  minutes  to  go    woopee ,n,y,n,y,y
is  decidedly  an  eloquent  drunk ,n,y,n,y,y
ugh  im  hungry  siren  song    bat  for  lashes  take  me  to  the  riot    stars  consolers  of  the  lonely    the  raconteurs  running  up  that  hill    placebo ,n,y,n,y,y
ugh ,n,y,n,y,y
there  are  so  many  fucked  up  people  because  there  are  so  many  fucked  up  marriages  or  lack  thereof ,n,y,n,y,y
to  anyone  who  gives  a  shit  look  at  the  photo  i  found  of  wogie ,n,y,n,y,y
tired  with  a  pancake  craving ,n,y,n,y,y
buzzz ,n,y,n,y,y
shitty  day    monday  migraine    late  home    urrrrrrrrg ,n,y,n,y,y
half  of  my  english  coursework  done  woot ,n,y,n,y,y
swallows  down  last  mouthful  of  seventh  cup  of  tea  today ,n,y,n,y,y
sick    bleh   ,n,y,n,y,y
what  modulespoints  do  we  have  to  revise  for  chemistry ,n,y,n,y,y
sixhundred  days ,n,y,n,y,y
my  brother  is  watching  the  jerk  theory  for  the  third  time  since  friday ,n,y,n,y,y
ipod  fixed  yay ,n,y,n,y,y
my  hair  smells  like  cookiesworrying  s ,n,y,n,y,y
had  great  day  in  the  snow  with  propname  and  propname  more  to  follow  tomorrow  d ,n,y,n,y,y
the  vanishing  act  of  propname  3 ,n,y,n,y,y
my  inability  to  wash  up  properly  means  that  nobody  trusts  me  to  do  it   ,n,y,n,y,y
its  freaky  my  brothers  only  two  inches  off  me  eh  he  still  has  freakishly  large  feet  i  can  live  happy  with  that  abnormality  even  if  its  not  accompanied  by  a  54  frame ,n,y,n,y,y
spent  all  day  watching  glee  i  hate  it  and  love  it  at  the  same  time  so  cheesy ,n,y,n,y,y
was  anyone  else  off  school  today  i  was  sure  nobody  would  be  able  to  get  in  eh ,n,y,n,y,y
not  that  kind  of  escort  hehehe ,n,y,n,y,y
id  swear  the  rents  were  just  yelling  gavinda  right  now ,n,y,n,y,y
caffine  check ,n,y,n,y,y
everything  fucking  aches  dont  you  dare  like  this  propname ,n,y,n,y,y
well  aint  that  the  cats  pajamas ,y,y,n,n,y
is  it  more  funny  or  more  funnier  i  dunno  use  it  in  a  sentence  it  was  just  more  funnier ,y,y,n,n,y
the  greatest  pleasure  in  life  is  doing  what  people  say  you  cannot  do  propname   ,y,y,n,n,y
lovin  the  grace  god  has  clearly  been  pouring  out  d ,y,y,n,n,y
hmm  next  weekend ,y,y,n,n,y
wishes  she  was  as  cool  as  propname  but  thatll  never  happen   ,y,y,n,n,y
im  a  monkey  i  stink  and  pee  freely  often  yaaaaaaaaaaayyyyyyyyy ,y,y,n,n,y
i  get   ,y,y,n,n,y
is  done  with  work  on  friday  d ,y,y,n,n,y
just  one  final  stands  between  me  and  no  class  wooo ,y,y,n,n,y
i  am  doing  quite  awesome  and  i  am  very  happy  and  excited  about  life  but  some  people  need  to  stop  hijacking  my  fb ,y,y,n,n,y
is  going  to  be  a  op  practitionermaybe   ,y,y,n,n,y
back  in  el   ,y,y,n,n,y
this  one  time  i  tried  to  punch  lara  and  i  accidentally  scratched  my  face  basically  i  failed  miserably ,y,y,n,n,y
back  in  the  el   ,y,y,n,n,y
trying  to  figure  out  what  to  do  with  my  lifehmmm  suggestions ,y,y,n,n,y
last  day  of  work  any  suggestions  for  wild  and  crazy  celebrations ,y,y,n,n,y
would  you  eat  panda ,y,y,n,n,y
making  chocolate  rasberry  browniesyum   ,y,y,n,n,y
attempting  to  finish  unpackingarg ,y,y,n,n,y
picking  her  nose  ooo  gold  rush  up  there ,y,y,n,n,y
is  about  to  go  to  sleep  at  930pmold  age  is  setting  in ,y,y,n,n,y
thank  you  all  for  the  birthday  wishes   ,y,y,n,n,y
what  a  beautiful  day  of  football   ,y,y,n,n,y
i  love  the  fray  squeeky  voice ,y,y,n,n,y
classes  are  getting  in  the  way  of  my  college  life ,y,y,n,n,y
ahhhhhhhhhh  static  fluid  mechanics  death ,y,y,n,n,y
900pm  v102cabin  fever  2  anyone  is  welcome  to  comeif  you  think  you  can  handle  it ,y,y,n,n,y
902pm  v102cabin  fever  2  anyone  is  welcome  to  comeif  you  think  you  can  handle  it ,y,y,n,n,y
heheheh  im  rachel  yayyyyyy ,y,y,n,n,y
propname  is  an  l7  weanie ,y,y,n,n,y
is  an  l7  weanie ,y,y,n,n,y
its  been  a  good  birthday   ,y,y,n,n,y
is  chowin  on  wheat  rice  dang  this  stuff  is  soooo  good   ,y,y,n,n,y
moist  moist  moist  moist  moist  moist  moist  moist  moist  this  goes  out  to  all  those  people  who  are  unapreciative  of  the  word  moist  you  make  my  eyes  moist  with  all  this  hating ,y,y,n,n,y
really  likes  propnames  status  and  feels  the  same  way   ,y,y,n,n,y
excited  for  compelling  09   ,y,y,n,n,y
check  it  out   ,y,y,n,n,y
im  propname  and  i  have  a  biiiiig  green  watch  its  so  cool  kinda  like  amyo  i  think  she  is  the  coolest  person  ever  i  wish  i  were  as  awesome  as  amyo ,y,y,n,n,y
take  my  quiz  see  how  cool  i  am ,y,y,n,n,y
wants  everyone  to  sign  up  for  the  ski  trip  you  dont  actually  have  to  ski  on  this  trip  you  could  just  come  hang  out  right  now  if  youre  sitting  there  saying  ski  trip  where  when  how  do  i  sign  up  comment  on  this  post  and  i  will  hook  you  up  i  better  see  like  50  comments  on  this  post  when  i  check  back  tonight ,y,y,n,n,y
excited  to  the  maxx ,y,y,n,n,y
welcome  back  winter  once  again  and  put  on  your  warm  fuzzy  sweater  cuz  youll  feel  much  better  when  the  snowflakes  fall  gently  to  the  ground ,y,y,n,n,y
fixed  her  computer  speakers  feel  free  to  send  her  sweet  youtube  videos   ,y,y,n,n,y
anyone  needing  a  study  break  come  check  out  the  bakers  new  music  video ,y,y,n,n,y
most  relaxing  song  ever   ,y,y,n,n,y
rubadubdub ,y,y,n,n,y
please  take  a  long  hard  look  through  your  textbook  cause  im  history  off  on  urbana  adventures  back  on  the  7th  duces ,y,y,n,n,y
packing  for  urbanuh  and  the  sunshine  state  d ,y,y,n,n,y
energizer  bunny  arrested  charged  with  battery  lol  love  the  cheesy  jokes   ,y,y,n,n,y
bahahahaaaa ,y,y,n,n,y
ohh  finals  weekfriday  please  come  quickly   ,y,y,n,n,y
merry  christmas  to  all  and  to  all  a  good  night  d ,y,y,n,n,y
i  just  got  kamikazied  by  a  kisswrapper ,y,y,n,n,y
anybody  up  for  playing  volleyball  today ,y,y,n,n,y
jk  about  volleyballwho  wants  to  go  iceskating  tonight  from  101130  at  munn ,y,y,n,n,y
i  have  decided  to  stick  with  love  hate  is  too  great  a  burden  to  bear  martin  luther  king  jr ,y,y,n,n,y
i  love  jenn  arnold ,y,y,n,n,y
magenta   ,y,y,n,n,y
missing  summer  and  wwr  tear ,y,y,n,n,y
hearts  propname ,y,y,n,n,y
contemplating  the  details  of  urban  planning ,y,y,n,n,y
is  sick  of  joint  facebook  pages  be  an  individual  for  christs  sake ,y,y,n,n,y
t  minus  7  days ,y,y,n,n,y
is  going  to  visit  warwick  castle  in  the  morning  and  spend  the  afternoon  in  stratforduponavon  you  know  youre  jealous    i  am  thoroughly  enjoying  my  time  in  england  despite  the  tragidy  of  having  my  purse  stolen  on  saturday  and  will  miss  it  terribly ,y,y,n,n,y
would  really  like  to  go  back  to  europe  please ,y,y,n,n,y
wants  to  go  back  to  england    amsterdam  just  isnt  my  cup  of  tea ,y,y,n,n,y
ditto  to  charlies  status ,y,y,n,n,y
really  cannot  believe  propname  and  all  the  birthers  you  have  got  to  be  kidding  me ,y,y,n,n,y
ok  yes  its  great  that  the  lakers  won  the  championship  but  theres  no  need  to  start  fires  and  shake  cars  east  la  needs  to  calm  the  f  down ,y,y,n,n,y
got  her  ipod  touch  back  today  yay  complete  with  headphones  and  the  addition  of  a  few  new  apps  including  the  koran  ipray  world  war  and  brain  tutor  ill  let  you  do  with  that  what  you  will   ,y,y,n,n,y
is  feeling  a  lot  better  slowing  things  down  and  taking  a  deep  breath  really  does  a  world  of  good ,y,y,n,n,y
manpuku  on  sawtelle  is  my  absolute  favorite  restaurant ,y,y,n,n,y
going  to  the  edison  tonight  with  my  sister   ,y,y,n,n,y
sometimes  most  of  the  time  life  is  too  fast  and  too  confusing  for  my  liking ,y,y,n,n,y
is  looking  forward  tonights  top  chef  masters ,y,y,n,n,y
and  propname  are  gonna  meet  propname  on  tuesday  d ,y,y,n,n,y
absolutely  loves  the  london  police  department  im  getting  my  ipod  touch  back ,y,y,n,n,y
thank  you  all  for  my  wonderful  birthday  wishes ,y,y,n,n,y
europe  pictures  are  finally  up  come  check  em  out  youll  have  to  find  them  on  my  actual  profile  not  in  my  photo  albums ,y,y,n,n,y
nobody  should  have  to  work  on  their  birthday  unless  they  want  toand  i  dont  want  to  so  i  shouldnt  have  to   ,y,y,n,n,y
doesnt  have  to  apartment  hunt  anymore   ,y,y,n,n,y
finding  a  place  to  live  is  ridiculously  stressful ,y,y,n,n,y
is  looking  forward  to  tonight ,y,y,n,n,y
looks  like  i  finally  caught  whatever  cold  is  going  around  packing  and  moving  is  even  more  difficult  when  youre  sick   ,y,y,n,n,y
can  walk  to  propnames  and  a  myriad  of  other  awesome  places  from  her  new  apartment   ,y,y,n,n,y
really  doesnt  feel  good  and  really  wishes  her  boss  who  even  acknowledged  that  im  sick  would  send  her  home ,y,y,n,n,y
excited  about  seeing  the  used  this  friday  i  bet  nobody  knew  how  hard  i  like  to  rock   ,y,y,n,n,y
is  temporarily  upset  with  obama  for  being  in  a  commercial  with  propname ,y,y,n,n,y
had  a  really  really  good  day ,y,y,n,n,y
watch  the  age  of  walmart  on  cnbc ,y,y,n,n,y
no  one  should  die  because  they  cannot  afford  health  care  and  no  one  should  go  broke  because  they  get  sick  if  you  agree  please  post  this  as  your  status  for  the  rest  of  the  day ,y,y,n,n,y
chips  and  salsa  must  be  made  with  crack  or  heroin  what  else  can  explain  my  addiction  to  it ,y,y,n,n,y
i  know  this  is  old  news  but  i  dont  think  propname  could  be  more  annoying  or  less  funny ,y,y,n,n,y
bored  as  hell ,y,y,n,n,y
loves  myth  busters  now  i  can  double  dip  all  i  want ,y,y,n,n,y
needs  a  drink ,y,y,n,n,y
i  am  wrecked  i  am  overblown ,y,y,n,n,y
how  come  every  time  i  make  a  cake  with  whole  wheat  flour  it  ends  up  tasting  like  corn  bread  i  like  corn  bread  a  lot  but  im  trying  to  make  a  cake  that  tastes  like  cake   ,y,y,n,n,y
is  still  in  shock ,y,y,n,n,y
has  done  way  too  much  driving  and  sat  in  way  to  much  traffic  this  weekend ,y,y,n,n,y
survived  propnames  scary  farm  last  nightfor  two  whole  hours ,y,y,n,n,y
goin  on  a  cruise  to  mexico ,y,y,n,n,y
mmmm  lemon  cake  with  vanilla  frosting   ,y,y,n,n,y
doesnt  feel  so  good   ,y,y,n,n,y
craves  enlightenment ,y,y,n,n,y
has  a  job  interview  tomorrow  wish  me  luck ,y,y,n,n,y
is  eating  a  huge  bowl  of  piping  hot  homemade  chicken  soup  mmmm ,y,y,n,n,y
i  have  the  worst  sore  throat  and  earache  now  going  on  three  weeks  and  because  health  insurance  is  a  luxury  i  no  longer  have  i  am  now  in  the  process  of  trying  every  home  remedy  known  to  man ,y,y,n,n,y
the  unemployed  life  is  a  strange  one  ill  tell  you  that ,y,y,n,n,y
loves  3rd  rock  from  the  sun  reruns ,y,y,n,n,y
  after  this  weekend  kind  of  sort  of  maybe  feels  like  she  might  want  to  move  back  to  the  ie ,y,y,n,n,y
